contig,gene,intron,conf,strand
gi|304360758|ref|NC_014458.1|,604.466666667,53.7777777778,98.6761111111,0.955555555556
gi|192824177|ref|NC_011023.1|,553.464285714,41.3095238095,98.7160714286,0.964285714286
gi|658607934|ref|NC_024389.1|,588.813953488,47.7674418605,97.8288372093,0.906976744186
gi|428783215|ref|NC_019767.1|,593.661016949,75.5762711864,97.6561016949,0.966101694915
gi|658310045|ref|NC_024354.1|,476.884892086,53.9352517986,97.1139568345,0.985611510791
gi|422936709|ref|NC_019523.1|,830.285714286,41.7619047619,98.5671428571,0.952380952381
gi|216905965|ref|NC_011645.1|,608.388888889,74.5740740741,95.7285185185,0.962962962963
gi|29366701|ref|NC_004665.1|,816.461538462,35.7692307692,99.5743589744,1.0
gi|9633396|ref|NC_000902.1|,617.928571429,85.25,93.9677380952,0.97619047619
gi|414086645|ref|NC_019400.1|,513.062992126,61.5157480315,97.0924015748,0.952755905512
gi|148734472|ref|NC_009540.1|,547.777777778,53.0740740741,97.2835802469,0.962962962963
gi|593780594|ref|NC_023743.1|,580.424657534,53.8082191781,95.2446575342,0.931506849315
gi|530546800|ref|NC_022067.1|,444.04587156,54.2981651376,96.9076146789,0.967889908257
gi|423261846|ref|NC_019539.1|,688.089285714,57.4642857143,96.7448214286,0.857142857143
gi|9630464|ref|NC_001901.1|,720.189655172,68.1551724138,97.7177586207,0.896551724138
gi|525972436|ref|NC_021780.1|,785.929577465,33.2112676056,97.7549295775,0.915492957746
gi|30065704|ref|NC_004745.1|,723.5,47.5263157895,97.7757894737,0.842105263158
gi|481019069|ref|NC_021068.1|,751.541666667,45.6944444444,94.7523611111,0.972222222222
gi|643654715|ref|NC_024209.1|,675.252747253,55.9450549451,97.6254945055,0.978021978022
gi|399528479|ref|NC_018272.1|,576.071428571,36.3035714286,97.0821428571,0.875
gi|589286942|ref|NC_023576.1|,745.553191489,55.0212765957,97.9840425532,1.0
gi|273810419|ref|NC_013599.1|,753.295454545,45.5909090909,98.5577272727,0.886363636364
gi|374531244|ref|NC_016762.1|,698.830769231,51.3384615385,97.3004615385,0.876923076923
gi|190151415|ref|NC_010945.1|,590.827586207,62.6034482759,98.9137931034,0.913793103448
gi|311992750|ref|NC_014661.1|,623.585062241,47.9294605809,97.359626556,0.966804979253
gi|148747798|ref|NC_009235.2|,639.363636364,88.6060606061,95.7783333333,0.757575757576
gi|77118167|ref|NC_007456.1|,758.0,64.2765957447,96.6812765957,1.0
gi|643217077|ref|NC_024205.1|,505.771626298,40.2837370242,98.2377508651,0.979238754325
gi|213163898|ref|NC_011589.1|,680.288461538,40.1923076923,96.5423076923,0.807692307692
gi|712915603|ref|NC_025459.1|,574.505882353,55.6235294118,96.6496470588,1.0
gi|169257208|ref|NC_010392.1|,736.055555556,122.222222222,98.4174074074,0.796296296296
gi|429315958|ref|NC_019813.1|,632.380952381,29.3015873016,97.2079365079,0.984126984127
gi|13095743|ref|NC_002667.1|,666.714285714,44.3928571429,97.8158928571,0.946428571429
gi|326424956|ref|NC_015208.1|,788.065217391,35.4130434783,99.3984782609,1.0
gi|428782316|ref|NC_019716.1|,730.563636364,63.2363636364,97.6181818182,0.909090909091
gi|568191240|ref|NC_022769.1|,517.793814433,43.8384879725,98.4168041237,0.979381443299
gi|508179906|ref|NC_021308.1|,636.72,34.8533333333,98.7617333333,0.986666666667
gi|148717842|ref|NC_009526.1|,600.681818182,38.5454545455,97.9786363636,0.893939393939
gi|414090130|ref|NC_019417.1|,781.577464789,32.9295774648,97.1718309859,0.929577464789
gi|167600373|ref|NC_010325.1|,609.791044776,37.8208955224,96.2862686567,0.955223880597
gi|530545054|ref|NC_022052.1|,568.146551724,86.6379310345,96.9006034483,0.922413793103
gi|593774713|ref|NC_023694.1|,676.830188679,40.5,97.5614150943,1.0
gi|326536409|ref|NC_015251.1|,508.777511962,48.5669856459,97.1627511962,0.971291866029
gi|327198387|ref|NC_015292.1|,623.07826087,90.3130434783,98.2616521739,0.947826086957
gi|27151468|ref|NC_003907.2|,606.943661972,16.7605633803,97.6211267606,0.957746478873
gi|414086362|ref|NC_019399.1|,568.332116788,34.6131386861,98.5483211679,0.956204379562
gi|408905836|ref|NC_018841.1|,630.875,32.625,96.44375,0.925
gi|589891766|ref|NC_023587.1|,852.701923077,53.8990384615,95.6269711538,0.985576923077
gi|428782376|ref|NC_019717.1|,619.545454545,54.3484848485,96.5309090909,0.878787878788
gi|358356850|ref|NC_016166.1|,685.305263158,82.3368421053,95.0806315789,0.968421052632
gi|428781872|ref|NC_019709.1|,581.666666667,67.5079365079,94.4380952381,0.936507936508
gi|330858525|ref|NC_015457.1|,594.045977011,34.3486590038,99.0522988506,0.961685823755
gi|273810554|ref|NC_013600.1|,730.625,64.0357142857,95.9332142857,0.892857142857
gi|573007028|ref|NC_021539.2|,539.84375,51.203125,97.306875,0.90625
gi|593775934|ref|NC_023706.1|,686.340206186,81.7628865979,96.2470103093,0.989690721649
gi|9627909|ref|NC_001629.1|,531.578947368,34.0789473684,97.6578947368,0.973684210526
gi|593775497|ref|NC_023701.1|,708.741935484,32.5376344086,98.9968817204,0.903225806452
gi|643655112|ref|NC_024217.1|,505.23943662,71.2464788732,97.0777464789,0.964788732394
gi|389060400|ref|NC_017981.1|,560.113924051,61.3164556962,97.0801265823,0.949367088608
gi|593779232|ref|NC_023730.1|,622.709677419,48.4193548387,98.0829032258,0.903225806452
gi|9633000|ref|NC_000896.1|,603.061538462,48.9846153846,97.6703076923,0.953846153846
gi|414088861|ref|NC_019408.1|,588.704347826,57.115942029,99.5421449275,0.947826086957
gi|374531848|ref|NC_016767.1|,918.548387097,45.5967741935,97.4641935484,0.91935483871
gi|169257155|ref|NC_010391.1|,656.6,90.0727272727,96.5161818182,0.836363636364
gi|440789269|ref|NC_020083.1|,711.137931034,52.5221674877,98.4586699507,0.901477832512
gi|589892984|ref|NC_023551.1|,603.65,58.7333333333,99.2866666667,0.966666666667
gi|18249864|ref|NC_003356.1|,614.919354839,44.7741935484,97.5467741935,0.91935483871
gi|514052000|ref|NC_021540.1|,569.650943396,73.9716981132,95.1232075472,0.933962264151
gi|66396406|ref|NC_007064.1|,643.129032258,27.8225806452,99.1883870968,0.935483870968
gi|712915691|ref|NC_025461.1|,717.881355932,56.4915254237,93.6644067797,1.0
gi|414087461|ref|NC_019402.1|,636.972972973,28.6486486486,98.0938738739,0.990990990991
gi|255928922|ref|NC_013085.1|,785.139240506,33.2405063291,95.094556962,0.949367088608
gi|563398265|ref|NC_022974.1|,491.894409938,46.9565217391,97.2560869565,0.975155279503
gi|593775872|ref|NC_023705.1|,678.706896552,30.4137931034,98.4220689655,0.965517241379
gi|18138397|ref|NC_003345.1|,607.410714286,56.8571428571,97.1971428571,0.910714285714
gi|448244742|ref|NC_020201.1|,518.836065574,62.3606557377,97.0655327869,0.954918032787
gi|66394949|ref|NC_007066.1|,592.737864078,71.7427184466,99.0730097087,0.970873786408
gi|563399268|ref|NC_022985.1|,505.215909091,51.2727272727,98.0468181818,0.988636363636
gi|514051739|ref|NC_021535.1|,554.481481481,40.2469135802,98.4948148148,0.962962962963
gi|148750834|ref|NC_009554.1|,578.0,72.0943396226,98.0079245283,0.962264150943
gi|712914056|ref|NC_025444.1|,531.382022472,40.7865168539,98.9168539326,0.988764044944
gi|481019622|ref|NC_021073.1|,615.490566038,57.0817610063,97.7632704403,0.937106918239
gi|593779737|ref|NC_023734.1|,648.591836735,52.1632653061,96.3197959184,0.979591836735
gi|530545464|ref|NC_022056.1|,547.724489796,29.7040816327,95.037244898,0.887755102041
gi|712915472|ref|NC_025457.1|,771.058823529,24.0784313725,97.9188235294,1.0
gi|658607439|ref|NC_024383.1|,643.213903743,80.9625668449,98.3580748663,0.989304812834
gi|589890395|ref|NC_023566.1|,589.285714286,56.3214285714,97.8498809524,0.797619047619
gi|89152532|ref|NC_007807.1|,794.72,45.96,98.9908,0.96
gi|526118307|ref|NC_021784.1|,584.2,38.3333333333,95.7955,0.916666666667
gi|431810441|ref|NC_019926.1|,790.192307692,56.0961538462,98.7109615385,1.0
gi|509141289|ref|NC_021338.1|,598.197183099,41.5633802817,98.5388732394,0.957746478873
gi|125999960|ref|NC_009014.1|,801.117647059,55.2549019608,98.0709803922,1.0
gi|573007037|ref|NC_021781.2|,644.209677419,75.247311828,98.2386021505,0.989247311828
gi|593776411|ref|NC_023711.1|,651.010204082,43.3469387755,98.3607142857,0.887755102041
gi|589890307|ref|NC_023565.1|,576.1625,33.8375,98.283375,0.9625
gi|589890642|ref|NC_023570.1|,837.5,37.5227272727,98.6011363636,1.0
gi|238695587|ref|NC_012742.1|,633.952380952,60.3968253968,94.4850793651,0.920634920635
gi|640883453|ref|NC_024134.1|,572.041860465,65.3348837209,97.9230697674,0.972093023256
gi|939535472|ref|NC_018087.3|,602.280155642,37.719844358,98.8364202335,0.953307392996
gi|211956446|ref|NC_011523.1|,490.538461538,37.5769230769,96.84,1.0
gi|281415946|ref|NC_013650.1|,654.191588785,70.9859813084,98.503411215,0.981308411215
gi|408905842|ref|NC_018847.1|,623.658536585,84.8048780488,96.6714634146,0.975609756098
gi|327198045|ref|NC_015266.1|,774.173913043,79.2608695652,97.6123913043,0.847826086957
gi|514361045|ref|NC_021563.1|,615.171875,48.078125,96.384375,0.953125
gi|423261416|ref|NC_019538.1|,511.204225352,32.5,98.2570892019,0.971830985915
gi|326782972|ref|NC_015284.1|,802.958715596,37.5229357798,96.8748165138,0.97247706422
gi|658311237|ref|NC_024371.1|,718.602409639,87.7469879518,96.1395180723,0.963855421687
gi|418489849|ref|NC_019490.1|,526.571428571,53.1904761905,97.6994047619,0.857142857143
gi|356870677|ref|NC_016160.1|,589.836363636,66.9818181818,95.0578181818,0.945454545455
gi|371670910|ref|NC_016562.1|,692.185393258,45.2696629213,98.9860674157,0.910112359551
gi|167583555|ref|NC_010324.1|,565.073170732,54.3333333333,95.9728455285,0.991869918699
gi|29028617|ref|NC_004616.1|,647.476190476,45.8412698413,98.73,0.920634920635
gi|589890113|ref|NC_023563.1|,669.161290323,57.4731182796,98.5792473118,0.881720430108
gi|589893324|ref|NC_023602.1|,595.6625,36.3,96.771375,0.95
gi|643654590|ref|NC_024208.1|,655.307692308,29.6794871795,98.6887179487,1.0
gi|203460520|ref|NC_011270.1|,630.412556054,63.0134529148,98.6738565022,0.982062780269
gi|658608099|ref|NC_024392.1|,513.105263158,54.0350877193,97.7731578947,0.947368421053
gi|203457352|ref|NC_011272.1|,629.312217195,65.8099547511,98.3794117647,0.972850678733
gi|372450032|ref|NC_016655.1|,556.011764706,42.8117647059,97.832,0.964705882353
gi|66395164|ref|NC_007045.1|,541.045454545,137.090909091,96.3745454545,0.909090909091
gi|148727181|ref|NC_009543.1|,642.40625,48.046875,97.095,0.921875
gi|682123018|ref|NC_024784.1|,567.783783784,51.472972973,96.2898648649,0.918918918919
gi|414090365|ref|NC_019421.1|,570.459459459,73.2162162162,97.3614864865,0.864864864865
gi|388570709|ref|NC_017983.1|,642.112903226,44.8870967742,96.605,0.935483870968
gi|363539522|ref|NC_016071.1|,550.897435897,63.5427350427,97.3290598291,0.948717948718
gi|431811082|ref|NC_019935.1|,664.863636364,46.6363636364,97.7844318182,0.920454545455
gi|408905841|ref|NC_018846.1|,768.720588235,102.088235294,96.6864705882,0.970588235294
gi|294661411|ref|NC_013649.2|,722.842105263,13.6315789474,95.4889473684,0.964912280702
gi|589286108|ref|NC_023548.1|,735.346938776,58.2448979592,97.3114285714,0.979591836735
gi|157325284|ref|NC_009813.1|,586.289473684,35.3157894737,97.7280263158,0.973684210526
gi|571797847|ref|NC_022775.1|,671.586956522,55.652173913,97.2136956522,0.95652173913
gi|29565879|ref|NC_004681.1|,515.360902256,46.977443609,97.7353383459,0.924812030075
gi|643319045|ref|NC_024212.1|,547.546511628,92.6511627907,98.6427906977,0.953488372093
gi|658607984|ref|NC_024390.1|,642.657894737,36.6578947368,98.5534210526,0.947368421053
gi|215401108|ref|NC_011612.1|,660.741935484,45.7258064516,98.9827419355,0.91935483871
gi|508180468|ref|NC_021310.1|,674.516129032,55.8279569892,98.4411827957,0.881720430108
gi|372449971|ref|NC_016654.1|,615.75862069,35.3103448276,99.1618965517,0.948275862069
gi|588498646|ref|NC_023502.1|,554.0,49.3812154696,97.8959668508,0.972375690608
gi|408905849|ref|NC_018854.1|,792.740740741,63.9259259259,98.2482716049,0.975308641975
gi|168229273|ref|NC_010353.1|,788.731707317,57.9756097561,97.9907317073,1.0
gi|89152533|ref|NC_007808.1|,681.014705882,42.4852941176,97.7566176471,0.970588235294
gi|48697190|ref|NC_005887.1|,815.367346939,39.4285714286,99.1259183673,0.959183673469
gi|333798107|ref|NC_015568.1|,728.625,112.083333333,99.1560416667,0.875
gi|56692568|ref|NC_006548.1|,711.56,45.76,99.1992,0.9
gi|448244641|ref|NC_020199.1|,659.179104478,44.2388059701,98.1534328358,0.910447761194
gi|508180789|ref|NC_021311.1|,505.152173913,42.9492753623,96.8968115942,0.913043478261
gi|157786393|ref|NC_009877.1|,548.802325581,38.6860465116,96.8934883721,0.988372093023
gi|197935853|ref|NC_011201.1|,755.519230769,27.8076923077,98.8698076923,1.0
gi|170676276|ref|NC_010495.1|,570.757142857,63.3571428571,95.1647142857,0.742857142857
gi|643217419|ref|NC_024207.1|,517.366197183,37.8133802817,98.8472183099,0.978873239437
gi|712916052|ref|NC_025465.1|,536.313432836,43.3880597015,98.4879104478,0.970149253731
gi|640884271|ref|NC_024139.1|,589.981012658,90.9303797468,97.5044303797,0.955696202532
gi|608309541|ref|NC_022972.2|,539.967741935,50.6129032258,95.8393548387,0.887096774194
gi|525971974|ref|NC_021775.1|,583.462686567,42.3432835821,94.1710447761,0.89552238806
gi|207270774|ref|NC_011308.1|,561.446428571,50.7142857143,96.6035714286,1.0
gi|593778144|ref|NC_023720.1|,562.285714286,46.2380952381,95.6310714286,0.952380952381
gi|327197643|ref|NC_015253.1|,671.148148148,101.456790123,98.2659259259,0.944444444444
gi|563398883|ref|NC_022981.1|,509.130434783,40.8768115942,96.5326086957,0.905797101449
gi|66395293|ref|NC_007048.1|,605.876923077,41.8923076923,98.9006153846,0.846153846154
gi|431809518|ref|NC_019913.1|,485.195266272,53.4792899408,96.9989940828,0.96449704142
gi|222435670|ref|NC_012027.1|,667.536082474,40.0515463918,98.8729896907,0.876288659794
gi|588498308|ref|NC_023500.1|,606.615384615,51.9692307692,98.0652307692,0.876923076923
gi|45686283|ref|NC_005833.1|,618.414285714,61.0142857143,97.125,0.928571428571
gi|122891784|ref|NC_008799.1|,603.454545455,30.1818181818,98.3596969697,0.924242424242
gi|557428123|ref|NC_022776.1|,752.176470588,55.7450980392,97.7778431373,0.980392156863
gi|682124280|ref|NC_024794.1|,595.919847328,34.213740458,98.4011068702,0.954198473282
gi|62327085|ref|NC_006936.1|,709.0,84.4,96.2324444444,1.0
gi|218148540|ref|NC_011703.1|,666.076086957,52.0760869565,98.370326087,0.913043478261
gi|658310315|ref|NC_024355.1|,592.785714286,76.4214285714,98.7780714286,0.935714285714
gi|408905852|ref|NC_018857.1|,520.117021277,39.9255319149,97.5429078014,0.989361702128
gi|815854070|ref|NC_026923.1|,823.868932039,40.7669902913,94.6503883495,0.980582524272
gi|658311079|ref|NC_024368.1|,604.8,50.1466666667,97.1102666667,0.986666666667
gi|399529119|ref|NC_018284.1|,621.21875,24.0,98.41921875,0.9375
gi|588498136|ref|NC_023498.1|,579.62244898,54.4285714286,98.7614285714,0.959183673469
gi|9632937|ref|NC_000872.1|,710.452830189,45.9811320755,99.0301886792,0.962264150943
gi|543171355|ref|NC_022336.1|,623.512195122,87.1707317073,96.7809756098,0.975609756098
gi|431810292|ref|NC_019923.1|,640.952380952,26.2063492063,98.0757142857,0.968253968254
gi|609252275|ref|NC_023742.1|,656.711340206,44.4845360825,99.0074226804,0.865979381443
gi|53869480|ref|NC_005345.2|,553.810126582,43.4556962025,98.0429113924,0.924050632911
gi|29134936|ref|NC_004629.1|,704.920547945,61.2465753425,98.3795616438,0.893150684932
gi|431809199|ref|NC_019910.1|,715.268292683,61.9365853659,97.9612682927,0.912195121951
gi|472342816|ref|NC_020865.1|,779.588235294,69.6274509804,95.6350980392,1.0
gi|423262092|ref|NC_019543.1|,629.769565217,59.3782608696,98.4780869565,0.947826086957
gi|530547084|ref|NC_022069.1|,525.5,31.0204081633,96.1352040816,0.897959183673
gi|116221992|ref|NC_008464.1|,677.730769231,72.2051282051,96.8566666667,0.897435897436
gi|117530171|ref|NC_008562.1|,798.467741935,60.0806451613,93.715,0.860215053763
gi|418489303|ref|NC_019485.1|,741.894736842,32.6842105263,95.9271052632,0.947368421053
gi|89152479|ref|NC_007814.1|,653.057692308,65.9423076923,96.3838461538,0.846153846154
gi|237651540|ref|NC_012697.1|,849.37037037,68.3703703704,96.3017283951,0.950617283951
gi|643654857|ref|NC_024214.1|,644.481481481,32.5432098765,99.08,1.0
gi|192823996|ref|NC_011019.1|,566.453488372,46.1511627907,96.1654651163,0.96511627907
gi|90592637|ref|NC_007917.1|,470.870967742,100.11827957,98.6305376344,0.870967741935
gi|399529040|ref|NC_018283.1|,688.064935065,58.2467532468,97.4851948052,0.909090909091
gi|423262507|ref|NC_019550.1|,805.642857143,111.023809524,98.2704761905,0.880952380952
gi|448244985|ref|NC_020202.1|,627.052631579,17.8596491228,99.2657894737,0.982456140351
gi|294661423|ref|NC_014036.1|,613.911111111,28.6481481481,98.3297037037,0.955555555556
gi|431809676|ref|NC_019914.1|,680.735849057,45.9622641509,98.5352830189,0.981132075472
gi|215479924|ref|NC_011611.1|,697.28,22.1,99.7808,0.94
gi|17426228|ref|NC_003288.1|,613.484375,36.8125,99.16984375,0.890625
gi|593777468|ref|NC_023719.1|,644.637444279,91.9569093611,99.1799702823,0.922734026746
gi|472343184|ref|NC_020874.1|,766.018181818,58.3272727273,96.7216363636,1.0
gi|9630386|ref|NC_001900.1|,578.078947368,51.5,97.8293421053,0.960526315789
gi|514051825|ref|NC_021538.1|,566.787878788,30.8080808081,95.2705050505,0.919191919192
gi|109521758|ref|NC_008204.1|,714.875,37.7613636364,98.1832954545,0.897727272727
gi|939482423|ref|NC_002628.3|,632.2,54.5111111111,97.134,0.888888888889
gi|939482395|ref|NC_002484.2|,540.595744681,50.0957446809,96.2414893617,0.957446808511
gi|525972736|ref|NC_021782.1|,683.835051546,56.8350515464,97.2341237113,0.958762886598
gi|530545796|ref|NC_022059.1|,510.18705036,40.3597122302,97.0810791367,0.928057553957
gi|374531742|ref|NC_016766.1|,618.069306931,52.1683168317,94.9837623762,0.821782178218
gi|939482426|ref|NC_004914.3|,584.717391304,83.2065217391,94.1494565217,0.934782608696
gi|472340512|ref|NC_020847.1|,564.78125,25.390625,96.56546875,0.90625
gi|162290187|ref|NC_008296.2|,852.484848485,41.7070707071,96.4572727273,0.979797979798
gi|712915531|ref|NC_025458.1|,644.6,75.0666666667,96.4956666667,0.816666666667
gi|722120956|ref|NC_025470.1|,535.709251101,60.7753303965,98.2488986784,0.955947136564
gi|593777117|ref|NC_023717.1|,448.950657895,45.5625,97.0200328947,0.973684210526
gi|418487685|ref|NC_019446.1|,680.315789474,28.4736842105,94.5866666667,0.947368421053
gi|526177198|ref|NC_021792.1|,598.672727273,62.3090909091,97.8346363636,0.9
gi|119967833|ref|NC_008723.1|,570.85915493,37.0422535211,97.7743661972,0.915492957746
gi|66394670|ref|NC_007065.1|,627.875,39.53125,98.86078125,0.90625
gi|565323637|ref|NC_020081.2|,611.08411215,85.3878504673,98.096682243,0.971962616822
gi|472341379|ref|NC_020853.1|,705.013513514,35.5810810811,96.8691891892,0.932432432432
gi|643216961|ref|NC_024204.1|,669.396551724,55.3793103448,96.7310344828,0.862068965517
gi|20065963|ref|NC_003524.1|,608.117647059,37.1764705882,98.3509803922,0.960784313725
gi|560186125|ref|NC_022917.1|,718.789473684,17.7719298246,98.9463157895,1.0
gi|593773709|ref|NC_023687.1|,517.184782609,39.9130434783,96.0509782609,0.989130434783
gi|431809796|ref|NC_019916.1|,596.610169492,28.6101694915,96.4038983051,1.0
gi|560186075|ref|NC_022916.1|,841.217391304,18.6304347826,99.1241304348,1.0
gi|388570316|ref|NC_017968.1|,636.523809524,39.1746031746,98.0468253968,0.936507936508
gi|472438250|ref|NC_020883.1|,516.247191011,51.3258426966,95.8724719101,1.0
gi|422935424|ref|NC_019508.1|,519.954545455,54.0454545455,96.8706060606,0.939393939394
gi|204305660|ref|NC_011271.1|,633.208144796,68.6561085973,98.6863348416,0.972850678733
gi|194303197|ref|NC_011057.1|,671.159574468,45.3085106383,99.6114893617,0.872340425532
gi|182637477|ref|NC_010576.1|,684.6,45.6266666667,99.8849333333,1.0
gi|408905840|ref|NC_018845.1|,620.512195122,86.7073170732,96.8851219512,0.975609756098
gi|23505445|ref|NC_004313.1|,639.017857143,66.8571428571,98.28625,0.928571428571
gi|66396267|ref|NC_007062.1|,673.894736842,42.6315789474,99.4042105263,0.964912280702
gi|589890949|ref|NC_023577.1|,573.8375,43.0,98.9095,0.9625
gi|712916126|ref|NC_025466.1|,551.565217391,26.0144927536,96.8760869565,0.95652173913
gi|15320570|ref|NC_003085.1|,565.807692308,59.4358974359,97.7885897436,0.935897435897
gi|392972653|ref|NC_018083.1|,614.692307692,54.0384615385,96.1896153846,0.961538461538
gi|145708074|ref|NC_009382.1|,672.245283019,40.9433962264,98.5652830189,0.88679245283
gi|62327519|ref|NC_006945.1|,582.909090909,62.0909090909,94.9559090909,1.0
gi|422936140|ref|NC_019516.1|,888.842105263,44.3801169591,96.1590643275,0.888888888889
gi|23455719|ref|NC_004302.1|,604.1875,54.9791666667,98.909375,0.979166666667
gi|41057278|ref|NC_005344.1|,586.033898305,68.4237288136,95.7442372881,0.932203389831
gi|422937568|ref|NC_019528.1|,708.963636364,41.2181818182,97.7601818182,0.963636363636
gi|371496268|ref|NC_016566.1|,718.571428571,56.5714285714,95.29,0.857142857143
gi|372217586|ref|NC_016569.1|,618.304347826,29.5072463768,97.8168115942,0.913043478261
gi|318065792|ref|NC_014901.1|,514.064220183,24.1467889908,94.7018348624,0.935779816514
gi|712912907|ref|NC_025429.1|,574.94140625,35.08203125,97.25171875,0.8984375
gi|9633990|ref|NC_001271.1|,777.133333333,58.7555555556,97.5417777778,1.0
gi|509142176|ref|NC_021347.1|,609.8,36.4954545455,99.0928181818,0.981818181818
gi|557307365|ref|NC_022744.1|,794.533333333,50.2888888889,96.8893333333,1.0
gi|514231135|ref|NC_021557.1|,651.442307692,40.3846153846,98.3630769231,0.923076923077
gi|18496886|ref|NC_003387.1|,572.705882353,43.8,99.0450588235,0.976470588235
gi|29366675|ref|NC_000866.4|,589.068181818,42.4242424242,98.2906060606,0.954545454545
gi|408905854|ref|NC_018859.1|,577.470588235,68.1176470588,96.0370588235,0.983193277311
gi|325171272|ref|NC_015159.1|,724.4375,64.5416666667,98.0427083333,1.0
gi|159192286|ref|NC_001421.2|,519.8,27.2,96.9808,0.96
gi|422935796|ref|NC_019513.1|,656.09375,48.75,98.7090625,0.90625
gi|563397006|ref|NC_022965.1|,499.066666667,53.4,97.6111111111,0.988888888889
gi|651729515|ref|NC_023595.2|,563.71641791,41.8805970149,99.1088059701,0.970149253731
gi|77020112|ref|NC_006356.2|,500.909090909,43.2272727273,98.5609090909,1.0
gi|712913234|ref|NC_025431.1|,647.904761905,46.4126984127,96.4673015873,0.888888888889
gi|472342931|ref|NC_020867.1|,596.0,48.2941176471,94.4329411765,0.941176470588
gi|422936890|ref|NC_019526.1|,578.005494505,54.1648351648,97.9785347985,0.959706959707
gi|472340220|ref|NC_020845.1|,757.034782609,27.9608695652,95.8685652174,0.947826086957
gi|399528702|ref|NC_018278.1|,768.557692308,46.9615384615,97.5253846154,0.961538461538
gi|109302753|ref|NC_008194.1|,505.28358209,44.2835820896,96.6526119403,0.925373134328
gi|46401626|ref|NC_005856.1|,846.090909091,103.141414141,97.3990909091,0.787878787879
gi|593779506|ref|NC_023733.1|,617.370044053,62.3700440529,98.0707488987,0.973568281938
gi|372449733|ref|NC_016650.1|,645.59375,78.734375,98.18859375,0.90625
gi|658608029|ref|NC_024391.1|,613.114754098,35.8852459016,97.9218032787,0.983606557377
gi|66395588|ref|NC_007053.1|,658.508196721,40.8524590164,98.5044262295,0.868852459016
gi|557307926|ref|NC_022756.1|,667.946428571,51.25,97.1341071429,0.928571428571
gi|85701379|ref|NC_007734.1|,664.945454545,67.4363636364,96.2596363636,0.854545454545
gi|431810934|ref|NC_019932.1|,692.162162162,72.5405405405,99.1432432432,0.864864864865
gi|282598772|ref|NC_013698.1|,655.592592593,64.8641975309,97.1037037037,0.950617283951
gi|399498862|ref|NC_018277.1|,577.584615385,75.0615384615,96.9506153846,0.876923076923
gi|557307743|ref|NC_022753.1|,512.725274725,32.3626373626,96.7563736264,0.967032967033
gi|9630525|ref|NC_001902.1|,623.236842105,44.6052631579,96.9326315789,0.894736842105
gi|530787625|ref|NC_022091.1|,763.134615385,51.2307692308,99.6121153846,0.980769230769
gi|658310895|ref|NC_024366.1|,637.079545455,70.3636363636,97.9553409091,0.977272727273
gi|526244872|ref|NC_021863.1|,610.619047619,38.4761904762,98.4066666667,0.920634920635
gi|157325217|ref|NC_009812.1|,609.78125,50.34375,97.76875,0.90625
gi|38707890|ref|NC_005284.1|,663.302631579,50.2763157895,96.4940789474,0.815789473684
gi|643654468|ref|NC_024203.1|,668.84,34.7466666667,99.0950666667,1.0
gi|9625433|ref|NC_001335.1|,523.488636364,44.4886363636,98.6140909091,0.965909090909
gi|658307287|ref|NC_024360.1|,638.12565445,82.0052356021,98.8003141361,0.989528795812
gi|359802265|ref|NC_016434.1|,707.678571429,73.130952381,98.8146428571,0.97619047619
gi|643218568|ref|NC_024216.1|,510.048442907,38.4429065744,98.41,0.979238754325
gi|593779163|ref|NC_023729.1|,629.796875,27.375,98.1109375,0.96875
gi|414086086|ref|NC_019398.1|,620.896678967,28.332103321,98.8626199262,0.948339483395
gi|563397275|ref|NC_022967.1|,478.822485207,46.550295858,97.3418934911,0.976331360947
gi|658307532|ref|NC_024364.1|,650.466666667,80.2944444444,98.2959444444,0.988888888889
gi|29789895|ref|NC_003291.2|,567.9,51.3333333333,96.8938333333,0.966666666667
gi|593779895|ref|NC_023736.1|,696.981132075,36.1320754717,98.2164150943,1.0
gi|273809728|ref|NC_013598.1|,765.0,66.1666666667,97.45,0.952380952381
gi|149882900|ref|NC_009604.1|,644.447761194,59.2985074627,96.9120895522,0.925373134328
gi|815854799|ref|NC_026928.1|,840.352112676,44.5868544601,94.7450234742,0.967136150235
gi|658310992|ref|NC_024367.1|,863.036585366,44.3170731707,97.6609756098,0.975609756098
gi|530545284|ref|NC_022054.1|,675.153846154,55.1692307692,96.5823076923,0.938461538462
gi|712915255|ref|NC_025450.1|,787.826923077,57.7884615385,97.3182692308,1.0
gi|602993975|ref|NC_023865.1|,620.64,78.4666666667,96.5654666667,0.973333333333
gi|422937484|ref|NC_019527.1|,507.2,29.525,95.455875,0.9375
gi|206600181|ref|NC_011289.1|,532.825242718,31.3786407767,95.3236893204,0.922330097087
gi|593779395|ref|NC_023732.1|,606.705882353,59.7647058824,96.8784313725,0.911764705882
gi|563399082|ref|NC_022983.1|,665.852631579,44.1894736842,99.2485263158,0.873684210526
gi|29565766|ref|NC_004680.1|,516.348623853,24.0733944954,96.1825688073,0.917431192661
gi|374531191|ref|NC_016761.1|,726.3125,61.1875,96.2479166667,0.791666666667
gi|526244935|ref|NC_021864.1|,625.464285714,29.5476190476,98.0453571429,0.97619047619
gi|399528370|ref|NC_018270.1|,644.272727273,90.2727272727,97.3129545455,0.931818181818
